SHOPP ID,Supplementary Activity
20015,Bridge Replacement/New Construction 
20015,Bridge Replacement/New Construction 
20015,Bridge Replacement/New Construction 
20015,Bridge Replacement/New Construction 
20015,Bridge Replacement/New Construction 
20015,Bridge Rail 
20015,Fish Passage Remediation 
20015,Do Not Include
20015,Replace or Rehabilitate Culvert
20015,Replace or Rehabilitate Culvert
20015,Sign Panel Replacement
20015,Repair/upgrade or new curb ramp
20015,Do Not Include
20015,Class III Bike Routes 
20015,Do Not Include
20015,Do Not Include
20016,Bridge Replacement/New Construction 
20016,Bridge Replacement/New Construction 
20016,Bridge Replacement/New Construction 
20016,Bridge Replacement/New Construction 
20016,Bridge Replacement/New Construction 
20016,Bridge Rail 
20016,Do Not Include
20016,Do Not Include
20016,Asphalt Pavement Minor Rehab 
20016,Replace or Rehabilitate Culvert
20016,Replace or Rehabilitate Culvert
20016,Guard Rail 
20016,Sign Panel Replacement
20016,Census Station 
20016,Repair/upgrade or new curb ramp
20016,Upgrade/New Detectable Warning Surface 
20016,Do Not Include
20016,Do Not Include
20016,Do Not Include
20019,Asphalt Pavement Minor Rehab 
20019,Replace or Rehabilitate Culvert
20019,Replace or Rehabilitate Culvert
20019,Guard Rail 
20019,Census Station 
20019,Closed-Circuit Television 
20019,Class III Bike Routes 
20019,Do Not Include
20019,Do Not Include
20020,Asphalt Pavement Minor Rehab 
20020,Replace or Rehabilitate Culvert
20020,Replace or Rehabilitate Culvert
20020,Guard Rail 
20020,Census Station 
20020,Do Not Include
20020,Do Not Include
20021,Asphalt Pavement Minor Rehab 
20021,Replace or Rehabilitate Culvert
20021,Replace or Rehabilitate Culvert
20021,Guard Rail 
20021,Census Station 
20021,Repair/upgrade or new curb ramp
20021,Install Accessible Pedestrian Signal 
20021,Do Not Include
20021,Worker Safety - Miscellaneous Paving/Treatment
20021,Do Not Include
20021,Do Not Include
20021,Total Maximum Daily Load Mitigation  
20022,Concrete Pavement Major Rehab
20022,Replace or Rehabilitate Culvert
20022,Replace or Rehabilitate Culvert
20022,Guard Rail 
20022,Do Not Include
20022,Do Not Include
20023,Asphalt Pavement Minor Rehab 
20023,Replace or Rehabilitate Culvert
20023,Replace or Rehabilitate Culvert
20023,Guard Rail 
20023,Census Station 
20023,"Roadside Stopping Opportunities (Vista Points, Truck Parking Expansion)"
20023,Class III Bike Routes 
20023,Do Not Include
20023,Bicycle and Pedestrian Signage 
20024,Asphalt Pavement Minor Rehab 
20024,Replace or Rehabilitate Culvert
20024,Replace or Rehabilitate Culvert
20024,Guard Rail 
20024,Vehicle Detection 
20024,Worker Safety - Miscellaneous Paving/Treatment
20024,Do Not Include
20024,Do Not Include
20025,Asphalt Pavement Minor Rehab 
20025,Replace or Rehabilitate Culvert
20025,Replace or Rehabilitate Culvert
20025,Guard Rail 
20025,Repair/Upgrade or New Curb Ramp
20025,Repair/upgrade or new curb ramp
20025,Do Not Include
20025,Class III Bike Routes 
20025,Do Not Include
20026,Asphalt Pavement Minor Rehab 
20026,Asphalt Pavement Minor Rehab 
20026,Replace or Rehabilitate Culvert
20026,Replace or Rehabilitate Culvert
20026,Median Barrier 
20026,Guard Rail 
20026,Census Station 
20026,Repair/upgrade or new curb ramp
20026,Do Not Include
20026,Worker Safety - Miscellaneous Paving/Treatment
20026,Class III Bike Routes 
20026,Do Not Include
20028,Asphalt Pavement Minor Rehab 
20028,Median Barrier 
20028,Guard Rail 
20028,Safety Treatment to Reduce Collisions
20028,Sign Panel Replacement
20028,Census Station 
20028,Closed-Circuit Television 
20028,Vehicle Detection 
20028,Daily Vehicle Hours of Delay (DVHD) Reduced 
20028,Worker Safety - Miscellaneous Paving/Treatment
20028,Transit Stop Improvements 
20028,Do Not Include
20028,Bicycle and Pedestrian Signage 
20029,Asphalt Pavement Minor Rehab 
20029,Replace or Rehabilitate Culvert
20029,Replace or Rehabilitate Culvert
20029,Census Station 
20029,Do Not Include
20029,Do Not Include
20033,Asphalt Pavement Minor Rehab 
20033,Replace or Rehabilitate Culvert
20033,Replace or Rehabilitate Culvert
20033,Guard Rail 
20033,Census Station 
20033,Changeable Message Sign 
20033,Closed-Circuit Television 
20033,Vehicle Detection 
20033,Worker Safety - Safe Access
20033,Worker Safety - Miscellaneous Paving/Treatment
20033,Worker Safety - Vegetation Control
20033,Do Not Include
20033,Do Not Include
20710,Do Not Include
20710,Do Not Include
20710,Improved Highway Geometry 
20710,Safety Improvements
20710,Intersection Improvements 
20710,Do Not Include
20710,Do Not Include
20710,Do Not Include
20869,Slide Removal or Slope Excavation
20869,Do Not Include
20869,Do Not Include
20869,Permanent Restoration 
20869,Do Not Include
20870,Erosion Control
20870,Planting 
20870,Do Not Include
20870,Do Not Include
20870,Permanent Restoration 
20870,Do Not Include
20871,Do Not Include
20871,Do Not Include
20871,Permanent Restoration 
20874,Replace or Rehabilitate Culvert
20874,Shoulders - New & Widening 
20874,Retaining Wall
20874,Do Not Include
20874,Total Maximum Daily Load Mitigation  
20874,Permanent Restoration 
20874,Do Not Include
20888,Do Not Include
20888,Do Not Include
20889,Bridge Replacement/New Construction 
20889,Bridge Replacement/New Construction 
20889,Bridge Replacement/New Construction 
20889,Bridge Replacement/New Construction 
20889,Bridge Replacement/New Construction 
20889,Bridge Rail 
20889,Fish Passage Remediation 
20889,Do Not Include
20890,Bridge Replacement/New Construction 
20890,Bridge Replacement/New Construction 
20890,Bridge Replacement/New Construction 
20890,Bridge Replacement/New Construction 
20890,Bridge Rail 
20890,Do Not Include
20890,Do Not Include
20890,Class III Bike Routes 
20890,Do Not Include
20891,Bridge Replacement/New Construction 
20891,Bridge Replacement/New Construction 
20891,Bridge Replacement/New Construction 
20891,Bridge Replacement/New Construction 
20891,Bridge Replacement/New Construction 
20891,Bridge Rail 
20891,Do Not Include
20891,Do Not Include
20893,Do Not Include
20893,Do Not Include
20893,Mitigation Planting
20910,Traffic Signals 
20910,Safety Improvements
20910,Repair/upgrade or new curb ramp
20910,Install Accessible Pedestrian Signal 
20910,Do Not Include
20910,Do Not Include
20910,Do Not Include
21153,Enhanced Pavement Surface Friction 
21153,Safety Improvements
21153,Do Not Include
21153,Do Not Include
21153,Do Not Include
21153,Do Not Include
21154,Rumble Strips 
21154,Safety Improvements
21154,Do Not Include
21154,Do Not Include
21154,Do Not Include
21154,Rumble Strips 
21154,Rumble Strips 
21154,Rumble Strips 
21156,Rumble Strips 
21156,Safety Improvements
21156,Do Not Include
21156,Do Not Include
21156,Do Not Include
21156,Rumble Strips 
21156,Rumble Strips 
21163,Retaining Wall
21163,Class III Bike Routes 
21163,Do Not Include
21163,Permanent Restoration 
21163,Do Not Include
21349,Do Not Include
21349,Do Not Include
21589,Rumble Strips 
21589,Safety Improvements
21589,Do Not Include
21589,Do Not Include
21589,Do Not Include
21651,Replace or Rehabilitate Culvert
21651,Replace or Rehabilitate Culvert
21651,Miscellaneous Drainage Work
21651,Fish Passage Remediation 
21651,Do Not Include
21651,Do Not Include
21693,Safety Improvements
21693,Shoulders - New & Widening 
21693,New Sidewalk 
21693,Repair/Upgrade or New Curb Ramp
21693,Do Not Include
21693,Lane Narrowing 
21693,Do Not Include
21693,Bicycle and Pedestrian Signage 
21693,Do Not Include
21703,Concrete Pavement Minor Rehab 
21703,Crash Cushions 
21703,Guard Rail 
21703,Census Station 
21703,Do Not Include
21703,Do Not Include
21703,Total Maximum Daily Load Mitigation  
21705,Asphalt Pavement Minor Rehab 
21705,Census Station 
21705,Class II Bike Lane 
21705,Enhanced Crosswalk Visibility 
21705,Do Not Include
21706,Asphalt Pavement Minor Rehab 
21706,Replace or Rehabilitate Culvert
21706,Replace or Rehabilitate Culvert
21706,Guard Rail 
21706,Class III Bike Routes 
21706,Do Not Include
21707,Asphalt Pavement Minor Rehab 
21707,Guard Rail 
21707,Sign Panel Replacement
21707,Worker Safety - Safe Access
21707,Worker Safety - Miscellaneous Paving/Treatment
21707,Class III Bike Routes 
21707,Enhanced Crosswalk Visibility 
21707,Do Not Include
21708,Asphalt Pavement Minor Rehab 
21708,Asphalt Pavement Minor Rehab 
21708,Replace or Rehabilitate Culvert
21708,Replace or Rehabilitate Culvert
21708,Sign Panel Replacement
21708,Closed-Circuit Television 
21708,Class III Bike Routes 
21708,Do Not Include
21709,Asphalt Pavement Minor Rehab 
21709,Guard Rail 
21709,Census Station 
21709,Repair/upgrade or new curb ramp
21709,Do Not Include
21709,Bridge Access for Pedestrians and Bicyclists 
21709,Class II Bike Lane 
21709,Do Not Include
21710,Asphalt Pavement Minor Rehab 
21710,Class III Bike Routes 
21710,Do Not Include
21756,Do Not Include
21756,Do Not Include
21757,Do Not Include
21757,Do Not Include
21770,Class III Bike Routes 
21770,Do Not Include
21770,Permanent Restoration 
21771,Replace or Rehabilitate Culvert
21771,Replace or Rehabilitate Culvert
21771,Class III Bike Routes 
21771,Do Not Include
21771,Permanent Restoration 
21771,Retaining Wall
21771,Do Not Include
21786,Maintenance Facility 
21786,Pedestrian Access/Sidewalks
21786,Do Not Include
21818,Do Not Include
21818,Do Not Include
21819,Do Not Include
21819,Do Not Include
21820,Do Not Include
21820,Do Not Include
21824,Replace or Rehabilitate Culvert
21824,Replace or Rehabilitate Culvert
21824,Do Not Include
21824,Do Not Include
21824,Emergency Opening 
22066,Replace or Rehabilitate Culvert
22066,Replace or Rehabilitate Culvert
22066,Do Not Include
22066,Do Not Include
22066,Emergency Opening 
22066,Replace or Rehabilitate Culvert
22066,Replace or Rehabilitate Culvert
22066,Emergency Opening 
22066,Replace or Rehabilitate Culvert
22066,Replace or Rehabilitate Culvert
22066,Emergency Opening 
22182,Safety Improvements
22182,Do Not Include
22182,Do Not Include
22182,Safety Improvements
22182,Do Not Include
22182,Safety Improvements
22182,Do Not Include
22186,Safety Improvements
22186,Miscellaneous Safety Work
22186,Do Not Include
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Rumble Strips 
22186,Safety Improvements
22186,Do Not Include
22186,Safety Improvements
22186,Miscellaneous Safety Work
22186,Do Not Include
22186,Safety Improvements
22186,Miscellaneous Safety Work
22186,Do Not Include
22195,Do Not Include
22195,Do Not Include
22195,Emergency Opening 
22221,Do Not Include
22221,Do Not Include
22239,Median Barrier 
22239,Do Not Include
22239,Do Not Include
22239,Emergency Opening 
22240,Replace or Rehabilitate Culvert
22240,Replace or Rehabilitate Culvert
22240,Do Not Include
22240,Do Not Include
22240,Emergency Opening 
22322,Do Not Include
22322,Do Not Include
22322,Mitigation Planting
22355,Do Not Include
22355,Do Not Include
22356,Do Not Include
22356,Do Not Include
22368,Asphalt Pavement Minor Rehab 
22368,Class III Bike Routes 
22368,Do Not Include
22368,Permanent Restoration 
22372,Gore Area Clean-Up 
22372,Safety Improvements
22372,Do Not Include
22372,Do Not Include
22426,Bridge Replacement/New Construction 
22426,Bridge Replacement/New Construction 
22426,Bridge Replacement/New Construction 
22426,Bridge Replacement/New Construction 
22426,Bridge Replacement/New Construction 
22426,Bridge Rail 
22426,Do Not Include
22426,Do Not Include
22426,Asphalt Pavement Minor Rehab 
22426,Replace or Rehabilitate Culvert
22426,Replace or Rehabilitate Culvert
22426,Median Barrier 
22426,Guard Rail 
22426,Rumble Strips 
22426,Sign Panel Replacement
22426,Closed-Circuit Television 
22426,Repair Existing Sidewalk 
22426,Repair/upgrade or new curb ramp
22426,Do Not Include
22426,Worker Safety - Miscellaneous Paving/Treatment
22426,Do Not Include
22426,Do Not Include
22486,Do Not Include
22486,Do Not Include
22486,Permanent Restoration 
22501,Do Not Include
22501,Do Not Include
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22501,Miscellaneous Pavement Work
22501,Emergency Opening 
22502,Miscellaneous Safety Work
22502,Do Not Include
22502,Do Not Include
22502,Miscellaneous Safety Work
22502,Miscellaneous Safety Work
22502,Miscellaneous Safety Work
22502,Miscellaneous Safety Work
22502,Miscellaneous Safety Work
22502,Miscellaneous Safety Work
22502,Miscellaneous Safety Work
22504,Miscellaneous Safety Work
22504,Do Not Include
22504,Do Not Include
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
22504,Miscellaneous Safety Work
22504,Emergency Opening 
11323,Water & Wastewater Treatment  at Safety Roadside Rest Area 
11323,Do Not Include
11323,Roadway Adapted To Address Climate Change Threats/Vulnerability 
13250,Bridge Rail 
13250,Bridge Rehabilitation 
13250,Bridge Rehabilitation 
13250,Do Not Include
13250,Do Not Include
13250,Asphalt Pavement Major Rehab
13250,Rumble Strips 
13250,Widen Shoulders 
13250,Do Not Include
13388,Crash Cushions 
13388,Guard Rail 
13388,Erosion Control
13388,Worker Safety - Miscellaneous Paving/Treatment
13388,Do Not Include
13388,Do Not Include
13389,Miscellaneous Drainage Work
13389,Guard Rail 
13389,Gore Area Clean-Up 
13389,Planting 
13389,Worker Safety - Safe Access
13389,Worker Safety - Miscellaneous Paving/Treatment
13389,Worker Safety - Vegetation Control
13389,Do Not Include
